nomem_encr;nohouse_encr;wave;geslacht;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
809777;523922;202201;1;1;1971;50;5;50;3;2;0;3;4;1;3;1;-13;4261,99302140902;2700;2700;2700;13;6;4261,99302140902;2700;6;6;6;1;7;0;0
809780;504910;202201;1;1;1966;55;6;55;2;0;1;1;2;2;2;1;-13;1996,21639973274;1400;1400;1400;13;3;4616,15148557814;3200;2;2;2;0;2; ;1
809808;521868;202201;2;5;1991;30;3;58;4;2;1;5;3;2;1;10;-13;1410,01548736164;1069;1069;1069;13;3;5721,43394583704;4303;7;7;1;1;2;202;0
809814;521890;202201;2;5;1993;28;3;68;4;2;1;1;3;1;5;3;-13;1606,89610141069;1200;1200;1200;13;3;10079,2168350429;7386;4;4;4;1;1;0;0
809817;588494;202201;1;1;1984;38;4;38;4;2;1;1;3;1;3;1;5300;5300;3100;3100;3100;11;7;6641,91695975884;4100;5;5;5;1;7;0;0
809823;563259;202201;2;5;2013;9;1;39;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0; ; ;9;9; ;1;7; ;0
809838;536846;202201;2;3;1967;54;5;54;5;3;1;5;3;1;5;1;2200;2200;1500;1500;1500;5;3; ; ;5;5;5;0;1;0;0
809848;539645;202201;2;5;2000;21;2;52;5;3;1;5;3;2;3;4;-13;0;0;0;0;13;0;9050,83183238928;7285;4;2;2;0;2; ;0
809850;515930;202201;1;1;1972;49;5;49;2;1;0;3;4;1;4;1;-13;3806,78945661588;2451;2451;2451;13;5;3806,78945661588;2451;4;4;4;1;9;0;0
809855;565812;202201;1;1;1962;60;6;60;2;1;0;3;4;1;2;1;6000;6000;3400;3400;3400;11;7;10285,1226548123;6150;5;5;5;1;9;0;0
809856;551835;202201;1;3;1991;30;3;27;2;0;1;5;2;1;4;1;3145;3145;2339;2339;2339;7;5;6243;4756;5;5;5;0;99; ;0
809861;598150;202201;1;5;2020;1;1;33;4;2;1;5;3;1;2;14;0;0;0;0;0;0;0;4447,31303656325;2800;9;9; ;1;99; ;0
809875;501153;202201;1;1;1970;51;5;51;1;0;0;3;1;1;3;1;-13;5202,22977132908;3200;3200;3200;13;7;5202,22977132908;3200;4;4;4;1;2;0;0
809886;553279;202201;2;5;2002;19;2;52;5;3;1;5;3;2;4;7;350;350;325;325;325;1;1;2385,28345322911;1875;5;3;3;0;9; ;0
809887;592440;202201;2;2;1963;58;6;62;3;1;1;1;3;1;5;1;-13;2536,36320561483;1750;-13;1750;13;4;6573,355245695;4250;5;5;5;0;6;0;0
809893;529580;202201;1;1;1960;62;6;62;2;1;0;3;4;1;3;4;1780;1780;1343;1343;1343;4;3;1780;1343;4;4;4;1;6;0;0
809895;590884;202201;1;1;1983;38;4;38;3;1;1;1;3;1;5;3;-13;3620,54852337455;2400;2400;2400;13;5;6408,94902012385;4300;5;5;5;0;99; ;0
809896;572555;202201;1;3;1948;73;7;72;2;0;1;5;2;1;5;9;-13;2220,53779432496;1800;1800;1800;13;4;5653,33184072071;4400;2;2;2;1;6;0;0
809901;526781;202201;2;5;2017;4;1;34;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;4918,24027815584;3397;1;8;1;1;9; ;0
809918;578140;202201;1;1;1946;75;7;75;2;0;1;1;2;1;5;9;1884;1884;1723;1723;1723;4;4;2771;2610;4;4;4;1;6;0;0
809925;561448;202201;1;5;2002;20;2;58;6;4;1;5;3;1;2;7;0;0;0;0;0;0;0;10220,2303055098;7400;5;3;3;0;9; ;0
809939;596899;202201;2;3;1998;23;2;23;2;0;1;5;2;1;2;7;0;0;0;0;0;0;0;0;0;6;6;6;1;99;0;0
809951;575454;202201;2;5;2008;13;1;46;6;4;1;5;3;1;2;7;0;0;0;0;0;0;0;6800;4000;1;8;1;1;8; ;0
809970;588809;202201;1;5;2009;12;1;45;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;8352,09676324865;5470;9;9; ;1;2; ;0
809973;582815;202201;2;5;2001;20;2;57;4;2;1;5;3;1;5;7;-13;167,711574797705;150;150;150;13;1;7496,68472092922;5150;6;3;3;0;8; ;0
809979;592343;202201;2;1;1980;41;4;41;5;3;1;1;3;2;1;1;2000;2000;1500;1500;1500;4;3;4200;3200;4;4;4;1;8;102;0
810006;553012;202201;1;1;1956;65;7;65;2;0;1;1;2;1;3;10;-13;1510,7756189476;1260;1260;1260;13;3;2411,68450699116;1960;2;2;2;1;2;0;0
810015;590557;202201;2;6;1996;25;3;59;3;1;1;5;3;2;5;7;100;100;250;-13;250;1;1;2475;2060;5;5;5;1;8;0;0
810034;523074;202201;2;5;1995;27;3;57;5;3;1;5;3;4;5;1;-13;3130,4313179918;2100;2100;2100;13;5;19967,9315844804;13700;6;6;6;1;1;0;0
810046;559695;202201;1;5;1987;34;3;64;3;1;1;5;3;1;3;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;0;2;0;0
810047;501074;202201;2;5;2018;3;1;42;7;5;1;5;3;1;2;14;0;0;0;0;0;0;0;5000;3015;9;9; ;1;3; ;0
810058;551797;202201;2;2;1979;42;4;53;4;2;1;1;3;1;1;1;1800;1800;1200;1200;1200;4;3;7600;5000;1;1;1;1;3;102;0
810060;535608;202201;1;1;1948;73;7;73;1;0;0;5;1;2;2;9;-13;1688,95859699918;1392;1392;1392;13;3;1688,95859699918;1392;4;4;4;1;9;0;0
810073;596951;202201;1;1;1950;71;7;71;1;0;0;3;1;1;5;9;-13;2543,1450561878;2000;2000;2000;13;4;2543,1450561878;2000;3;3;3;1;1;102;0
810075;542183;202201;1;5;1997;24;2;54;6;3;1;5;3;1;4;5;900;900;800;800;800;2;2;14200;9100;6;3;3;1;8;0;0
810086;549487;202201;1;1;1957;64;6;64;1;0;0;3;1;2;1;10;-13;3358,78097594157;2250;-13;2250;13;5;3358,78097594157;2250;4;4;4;1;3;0;0
810095;574060;202201;1;2;1956;65;7;63;4;2;1;1;3;1;4;9;0;0;0;0;0;0;0; ; ;4;4;4;1;2;0;0
810104;576678;202201;2;3;1991;30;3;30;2;0;1;5;2;2;3;10;0;0;0;0;0;0;0;4326;3250;6;3;3;1;99;0;0
810113;526354;202201;1;1;1944;77;7;77;2;0;0;4;5;1;2;9;-13;3892,82361727129;2900;2900;2900;13;6;4678,43608839515;3607;2;2;2;1;6;0;0
810121;592759;202201;1;1;1999;22;2;22;1;0;0;5;1;2;3;7;0;0;0;0;0;0;0;0;0;6;6;6;1;9;0;0
810153;587710;202201;2;1;1975;47;5;47;2;1;0;3;4;2;2;4;1239;1239;1016;1016;1016;3;3;1239;1016;5;4;4;1;2;0;0
810155;562711;202201;1;5;2010;11;1;48;3;1;1;5;3;1;5;7;-13;0;0;0;0;13;0; ; ;1;8;1;1;9; ;0
810156;547726;202201;1;5;1996;25;3;69;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;12932,1144728477;8850;3;3;3;0;1; ;0
810159;547747;202201;2;3;1992;29;3;32;3;1;1;5;3;1;4;1;2600;2600;2000;2000;2000;6;4;6560;4830;4;4;4;1;99;0;0
810162;578488;202201;1;1;1968;53;5;53;2;1;0;5;4;4;3;1;4375;4375;3000;3000;3000;9;6;4840;3414;2;2;2;1;2;202;0
810177;579660;202201;1;5;1996;25;3;61;3;1;1;5;3;1;5;1;2400;2400;2000;2000;2000;5;4;6900;4800;4;4;4;1;6;0;0
810180;514959;202201;2;5;2002;19;2;50;3;1;1;5;3;2;2;7;-13;1307,90950879188;1000;1000;1000;13;2;7009,03668847062;4800;6;3;3;1;2;0;0
810202;521380;202201;1;2;1964;57;6;58;3;1;1;1;3;1;5;8;0;0;0;0;0;0;0;2881,86058032946;2050;6;4;4;1;2;201;0
810208;568756;202201;2;2;1972;49;5;50;4;2;1;1;3;1;3;1;1450;1450;1300;1300;1300;3;3;4550;3700;4;3;3;1;2;0;0
810211;564819;202201;1;1;1949;72;7;72;2;0;1;1;2;2;2;9;-13;1525,51554784231;1271;1271;1271;13;3;2531,59386879857;2157;2;2;2;1;2;201;1
810217;584649;202201;1;1;1947;74;7;74;2;0;1;1;2;1;3;9;2970;2970;2363;2363;2363;6;5;4465;3581;5;5;5;1;7;202;0
810232;547113;202201;1;5;1996;25;3;64;5;3;1;5;3;1;4;1;-13;4285,12265481229;2750;-13;2750;13;6;20559,1634117493;12750;6;6;6;1;8;202;0
810250;550042;202201;1;1;1985;36;4;36;4;2;1;5;3;2;1;1;3000;3000;2200;2200;2200;6;5;5300;4000;6;3;3;0;7;0;0
810262;595648;202201;2;5;2012;9;1;38;4;3;0;5;4;2;2;7;0;0;0;0;0;0;0;1021;973;1;8;1;0;9; ;0
810265;524826;202201;1;1;1992;29;3;29;5;0;1;1;2;1;2;1;4500;4500;3111;3111;3111;9;7;8360;6520;6;6;6;1;9;0;0
810267;545699;202201;2;1;1963;58;6;58;1;0;0;4;1;1;1;9;5000;5000;3500;3500;3500;10;7;5000;3500;6;6;6;1;9;0;0
810284;506533;202201;1;1;1953;68;7;68;1;0;0;5;1;2;1;9;-13;2077,24481578391;1673;1673;1673;13;4;2077,24481578391;1673;5;2;2;1;7;201;1
810287;529565;202201;2;2;1974;48;5;52;4;2;1;1;3;1;1;1;-13;972,659156364994;750;-13;750;13;2; ; ;5;5;5;1;8;102;0
810302;535794;202201;1;1;1992;29;3;29;1;0;0;5;1;1;2;1;2700;2700;2250;-13;2250;6;5;2700;2250;6;6;6;1;99;0;0
810308;588409;202201;2;2;1938;83;7;82;2;0;1;1;2;1;3;9;-13;946,298057675562;838;838;838;13;2;4018,15759137476;3198;2;2;2;0;6;0;0
810311;584106;202201;2;2;1964;57;6;55;2;0;1;1;2;1;2;1;-13;3225,64116132447;2155;2155;2155;13;5;9054,53051176734;5679;5;5;5;0;2;0;0
810330;508700;202201;1;5;2012;9;1;48;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;5949;3954;1;8;1;1;2; ;0
810342;526901;202201;2;1;1988;33;3;33;3;1;1;1;3;2;1;1;2400;2400;1950;1950;1950;5;4;4936,36320561483;3700;6;5;5;1;99;0;0
810351;563598;202201;1;1;1987;34;3;34;4;2;1;1;3;1;2;1;3650;3650;2093;2093;2093;8;5;4880;3246;5;5;5;0;99;0;0
810356;587071;202201;1;5;2009;12;1;46;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;8740,60630497563;5500;3;1;1;1;9; ;0
810391;557623;202201;1;5;2008;13;1;50;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0; ; ;2;1;1;1;8; ;0
810392;509272;202201;1;2;1973;48;5;43;4;2;1;1;3;1;2;3;3000;3000;2200;2200;2200;6;5;8000;4400;5;5;5;0;9; ;0
810400;544954;202201;2;1;1982;39;4;39;1;0;0;3;1;2;5;1;-13;2492,94722378449;1700;1700;1700;13;4;2492,94722378449;1700;4;4;4;1;99;0;0
810406;577539;202201;1;1;1986;35;4;35;2;0;1;1;2;1;4;1;6436;6436;3889;3889;3889;11;8;10019;6489;6;6;6;1;99;0;0
810419;522302;202201;1;1;1958;63;6;63;2;0;1;1;2;1;3;1;6200;6200;3750;-13;3750;11;8;7650;5000;6;6;6;1;9;0;0
810429;573609;202201;2;2;1982;39;4;46;4;2;1;1;3;1;3;1;-13;2536,36320561483;1750;-13;1750;13;4;5113,77741647753;3500;3;2;2;1;9;0;0
810437;501821;202201;1;3;1971;51;5;41;2;0;1;5;2;1;5;1;-13;2873,28028905916;1950;1950;1950;13;4;7473,28028905916;4950;4;4;4;0;99; ;0
810452;535165;202201;1;1;1945;76;7;76;1;0;0;4;1;1;5;9;3545;3545;2884;2884;2884;8;6;3545;2884;4;4;4;1;1;0;0
810468;506591;202201;1;5;2021;0;1;44;3;1;1;5;3;1;4;14;0;0;0;0;0;0;0;6500;4500;9;9; ;1;99; ;0
810488;505243;202201;2;1;1994;28;3;28;1;0;0;5;1;1;2;1;5200;5200;4000;4000;4000;11;8;5200;4000;3;3;3;1;99; ;0
810494;568820;202201;1;1;1960;61;6;61;1;0;0;3;1;1;1;1;6350;6350;3850;3850;3850;11;8;6350;3850;6;3;3;1;2;0;0
810501;575000;202201;2;1;1960;61;6;61;2;1;0;3;4;1;4;1;5965;5965;3551;3551;3551;11;8;5965;3551;5;5;5;1;6;0;0
810513;555648;202201;1;5;2000;21;2;60;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;8100;5150;3;8;1;0;2; ;0
810519;518643;202201;1;1;1958;63;6;63;1;0;0;5;1;2;5;4;-13;1329,0780070536;1000;1000;1000;13;2;1329,0780070536;1000;4;4;4;1;8;0;0
810532;511957;202201;2;5;2019;2;1;32;4;2;1;5;3;2;4;14;0;0;0;0;0;0;0;4500;3250;9;9; ;1;8; ;0
810545;504323;202201;1;1;1968;53;5;53;5;3;1;1;3;1;3;1;-13;7729,41768995942;4470;4470;4470;13;9;13271,778316479;8040;6;6;6;1;9;0;0
810556;525364;202201;1;2;1979;42;4;39;4;2;1;1;3;2;2;1;2200;2200;2250;-13;2250;5;5;8180;8500;2;2;2;0;8; ;0
810562;555264;202201;2;1;1976;45;5;45;2;1;0;1;4;2;1;10;851;851;751;751;751;2;2;1551;1351;2;2;2;1;1;0;0
810568;555389;202201;1;1;1946;75;7;75;2;0;1;1;2;2;3;9;1900;1900;1700;1700;1700;4;4;2662;2398;1;7;1;1;2;0;0
810584;587802;202201;1;1;1956;65;7;65;2;0;1;1;2;1;2;1;4500;4500;3100;3100;3100;9;7;4500;3100;6;6;6;1;9;0;0
810598;503347;202201;2;1;1966;55;6;55;3;2;0;1;4;1;3;3;-13;483,041006407835;400;400;400;13;1;483,041006407835;400;4;4;4;1;1;0;0
810610;501376;202201;1;7;2011;10;1;67;6;2;1;5;3;2;2;7;-13;0;0;0;0;13;0; ; ;1;8;1;1;7; ;0
810626;506704;202201;2;1;1968;53;5;53;4;2;1;1;3;1;4;1;-13;3535,25006417101;2300;2300;2300;13;5;6839,14939049793;4500;5;5;5;1;2;0;0
810638;557839;202201;1;1;1962;59;6;59;3;1;1;1;3;1;2;1;-13;5622,43106062473;3418;3418;3418;13;7;10187,4310606247;7418;5;5;5;0;8; ;0
810644;503652;202201;1;2;1977;44;4;39;3;1;1;1;3;1;4;1;-13;1726,80486751182;1250;-13;1250;13;3; ; ;2;2;2;0;8;102;0
810647;582273;202201;1;5;2017;5;1;33;6;2;1;5;3;2;1;7;0;0;0;0;0;0;0;2480;1750;9;9; ;1;99; ;0
810657;564493;202201;1;5;2017;4;1;42;4;2;1;5;3;2;5;14;-13;0;0;0;0;13;0;5129,15733098121;3500;9;9; ;1;9; ;0
810671;589501;202201;1;2;1992;29;3;28;2;0;1;1;2;4;1;1;2900;2900;2200;2200;2200;6;5;6200;4535;6;6;6;1;8;0;0
810678;533471;202201;1;1;1961;60;6;60;5;3;1;1;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;2;2;2;0;2; ;0
810689;577103;202201;2;5;2017;4;1;30;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;4629,90982816948;3530;9;9; ;1;9; ;0
810702;516439;202201;1;9;1935;86;7;86;2;0;0;1;5;2;2;9;1565;1565;1339;1339;1339;4;3;3445;2994;5;5;5;0;3;0;0
810705;530218;202201;1;1;1969;52;5;52;4;2;1;1;3;1;2;1;-13;2833,53072225164;1900;1900;1900;13;4;4484,77494082783;3200;4;4;4;0;8; ;0
810711;506326;202201;2;1;1935;86;7;86;1;0;0;4;1;2;2;9;-13;1564,47132133266;1300;1300;1300;13;3;1564,47132133266;1300;2;2;2;1;7;0;0
810720;537774;202201;2;2;1964;57;6;58;2;0;1;1;2;1;5;3;500;500;250;-13;250;1;1;3800;3250;4;4;4;0;6;0;0
810756;547494;202201;2;2;1968;53;5;43;2;0;1;1;2;1;1;1;2058;2058;1800;1800;1800;5;4;5158;4200;4;4;4;1;7;0;0
810760;568554;202201;1;1;1965;56;6;56;5;3;1;1;3;1;1;3;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;1; ;0
810766;511120;202201;1;5;2003;18;2;49;7;5;1;5;3;1;5;7;-13;286,992040080165;250;-13;250;13;1;2012,68471562133;1650;4;2;2;0;6;0;0
810772;561059;202201;2;2;1971;50;5;54;4;2;1;1;3;1;4;8;743;743;728;728;728;2;2;10440,5901552829;7084;3;3;3;1;2;0;0
810775;580538;202201;1;1;1971;50;5;50;4;2;1;1;3;1;3;1;4400;4400;2300;2300;2300;9;5;8150;4650;5;5;5;1;6;0;0
810828;569740;202201;1;5;2019;2;1;35;3;1;1;5;3;1;2;14;0;0;0;0;0;0;0;6037,52072640007;4000;9;9; ;1;9; ;0
810829;514115;202201;1;3;1991;30;3;27;4;2;1;5;3;2;3;7;-13;1683,04341756936;1250;-13;1250;13;3;2646,39653989396;2000;6;4;4;0;9;101;0
810855;546716;202201;1;5;2014;7;1;41;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;7289;5100;1;8;1;1;3; ;0
810856;533476;202201;1;1;1966;55;6;55;3;1;1;1;3;4;5;1;-13;4410,13681040626;2780;2780;2780;13;6;8341,03218513464;5580;5;5;5;0;9; ;0
810872;501403;202201;1;5;2015;6;1;36;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7374,59113180057;4800;1;8;1;1;99; ;0
810873;568734;202201;2;3;1951;70;7;80;2;0;1;5;2;1;2;9;-13; ;-13;-13; ;13;13; ; ;4;2;2;1;7;0;0
810879;565808;202201;1;5;1992;29;3;60;4;2;1;5;3;1;5;13;0;0;0;0;0;0;0; ; ;2;7;1;0;1;0;0
810882;598150;202201;2;5;2016;5;1;33;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;4447,31303656325;2800;9;9; ;0;99; ;0
810888;528985;202201;2;5;2015;6;1;40;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;14070;8500;1;8;1;1;99; ;0
810902;585038;202201;1;5;2020;1;1;40;4;2;1;5;3;1;4;14;0;0;0;0;0;0;0;11000;6400;9;9; ;1;8; ;0
810910;511596;202201;2;2;1971;50;5;52;5;3;1;1;3;1;5;2;-13;3305,28498182129;2250;-13;2250;13;5;6664,06595776286;4500;4;4;4;1;2;0;0
810919;581948;202201;2;5;2009;12;1;45;3;2;0;5;4;1;2;7;0;0;0;0;0;0;0;2000;1700;3;1;1;1;7; ;0
810922;534408;202201;2;1;1951;70;7;70;1;0;0;5;1;1;4;9;-13;2688,41666109755;2100;2100;2100;13;5;2688,41666109755;2100;2;2;2;1;2;0;0
810925;526724;202201;2;1;1989;32;3;32;3;1;1;5;3;2;2;1;3660;3660;2575;2575;2575;8;6;5660;4435;6;6;6;1;7;0;0
810942;559368;202201;1;5;2021;0;1;37;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;5010;3955;9;9; ;1;99; ;0
810943;508438;202201;2;5;2010;11;1;44;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;4164,42225133551;3000;9;9; ;1;7; ;0
810946;516638;202201;2;2;1955;66;7;67;2;0;1;1;2;1;4;9;-13;2862,31817332229;2250;-13;2250;13;5;4359,71135910765;3500;5;5;5;1;6;0;0
810963;514177;202201;1;1;1998;23;2;23;1;0;0;5;1;2;1;7;600;600;450;450;450;2;1;600;450;6;3;3;1;9;0;0
810971;583670;202201;1;1;1945;76;7;76;3;1;0;4;4;1;5;9;-13;2688,41666109755;2100;2100;2100;13;5;6167,36007175312;4400;5;5;5;1;2;0;0
810983;517694;202201;1;5;2012;9;1;43;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;11555,1537504309;6250;9;9; ;1;2; ;0
810986;561358;202201;2;2;1947;74;7;72;2;0;1;1;2;1;2;9;1000;1000;750;-13;750;2;2;4200;3000;5;5;5;0;2;0;0
810998;597570;202201;1;5;2012;9;1;51;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;6167,92931966163;4100;1;8;1;1;8; ;0
811001;561007;202201;2;2;1961;60;6;61;2;0;1;1;2;1;5;8;0;0;0;0;0;0;0;0;0;2;2;2;1;1;0;0
811013;594750;202201;1;1;1985;36;4;36;1;0;0;3;1;2;1;1;2300;2300;2000;2000;2000;5;4;2300;2000;4;4;4;1;6;101;0
811026;537286;202201;2;2;1943;78;7;77;2;0;1;1;2;1;4;9;-13;1473,54389711893;1250;-13;1250;13;3;4382,18865257032;3500;5;5;5;1;2;0;0
811029;569876;202201;2;2;1961;60;6;60;3;1;1;1;3;1;5;8;0;0;0;0;0;0;0;8500;4650;3;3;3;1;2;0;0
811041;537802;202201;2;5;2002;19;2;50;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7900;4300;9;9; ;1;2;0;0
811053;586160;202201;2;1;1954;67;7;67;1;0;0;3;1;1;3;9;2160;2160;1840;1840;1840;5;4;2160;1840;5;5;5;1;6;0;0
811071;594055;202201;1;1;1963;58;6;58;2;0;1;5;2;1;5;1;2900;2900;2200;2200;2200;6;5;4092,20671756872;3100;3;3;3;1;2;0;0
811090;572064;202201;1;1;1965;56;6;56;4;2;1;5;3;1;3;1;3400;3400;2400;2400;2400;7;5;5936,36320561483;4150;6;6;6;1;7;101;0
811093;535435;202201;2;1;1971;50;5;50;2;0;1;5;2;1;1;2;3000;3000;2000;2000;2000;6;4;3000;2000;6;6;6;1;99;0;0
811095;581124;202201;1;5;2019;2;1;26;2;1;0;5;4;2;2;14;0;0;0;0;0;0;0;2054,8765451981;1436;9;9; ;1;7; ;0
811105;511236;202201;2;2;1948;73;7;76;2;0;1;1;2;1;4;9;815;815;815;815;815;2;2;3015;2760;2;2;2;0;2;0;0
811108;554705;202201;2;5;1994;27;3;60;5;3;1;5;3;1;5;1;-13;2619,9350858454;1800;1800;1800;13;4;8561,36638525167;5700;5;5;5;1;2;0;0
811114;554714;202201;1;5;2014;7;1;38;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;7800;4700;1;8;1;1;3; ;0
811115;543888;202201;1;1;1996;25;3;25;2;0;1;5;2;1;3;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;99; ;0
811126;518530;202201;2;3;1989;32;3;29;4;2;1;5;3;1;1;1;2300;2300;2000;2000;2000;5;4;5422;4300;4;4;4;0;99;0;0
811132;568978;202201;2;3;1988;33;3;37;4;2;1;5;3;1;3;8;0;0;0;0;0;0;0;3714,68777808178;2400;5;5;5;1;8;0;0
811141;574688;202201;2;2;1958;63;6;65;3;1;1;1;3;1;4;10;-13;1278,52753627325;980;980;980;13;2; ; ;2;2;2;1;6;0;0
811147;556812;202201;2;5;2015;7;1;42;3;1;1;5;3;1;1;7;0;0;0;0;0;0;0;10810,6991123764;6750;1;8;1;1;9; ;0
811160;513549;202201;1;5;1999;22;2;55;2;1;0;5;4;2;3;1;-13;2536,36320561483;1750;-13;1750;13;4;5113,77741647753;3500;5;5;5;1;2;0;1
811172;512780;202201;1;1;1950;71;7;71;2;0;1;1;2;1;2;9;3500;3500;2800;2800;2800;7;6;4900;3800;5;5;5;1;2;0;0
811181;582022;202201;2;5;2010;11;1;67;3;2;0;5;4;2;3;7;0;0;0;0;0;0;0;1836,79390254783;1500;1;8;1;1;6; ;0
811187;558242;202201;1;1;1940;81;7;81;2;0;1;1;2;1;3;9;-13;2045,02710256972;1650;1650;1650;13;4;3106,30907964572;2580;1;1;1;1;2;0;0
811196;508947;202201;2;2;1967;55;6;51;3;1;1;1;3;1;5;1;-13;2453,24154157984;1700;1700;1700;13;4;5634,33884943402;3800;4;4;4;1;6;0;0
811199;512298;202201;1;1;1950;71;7;71;2;0;1;1;2;1;1;9;1580;1580;1320;1320;1320;4;3;2380;2010;4;4;4;1;2;0;0
811204;562862;202201;1;5;2021;0;1;32;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;6145,77339038048;4100;9;9; ;1;9; ;0
811212;551797;202201;1;1;1968;53;5;53;4;2;1;1;3;1;1;3;4800;4800;3000;3000;3000;10;6;7600;5000;3;3;3;1;3;102;0
811233;531787;202201;2;1;1970;51;5;51;2;0;1;5;2;1;3;1;-13;3357,37289363118;2200;2200;2200;13;5;6357,37289363118;4148,98214686416;4;4;4;1;8;0;0
811260;547113;202201;1;1;1957;64;6;64;5;3;1;1;3;1;4;1;-13;8310,69911237644;4750;-13;4750;13;10;20559,1634117493;12750;5;5;5;1;8;102;0
811261;586747;202201;1;1;1962;59;6;59;2;0;1;1;2;2;5;1;3000;3000;2200;2200;2200;6;5;3617;2765;2;2;2;1;9;0;0
811264;527462;202201;1;1;1976;45;5;45;2;0;1;1;2;1;3;1;2600;2600;2000;2000;2000;6;4;2600;2000;5;5;5;0;2;0;0
811277;592889;202201;2;6;1996;25;3;26;2;0;0;5;5;1;1;1;-13;1341,91695975884;1000;1000;1000;13;2;3821,39243720934;2692;5;5;5;1;8;0;0
811282;555102;202201;2;1;1993;28;3;28;1;0;0;5;1;4;1;1;1500;1500;1332;1332;1332;3;3;1500;1332;6;6;6;1;99;201;0
811291;530218;202201;2;2;1972;49;5;52;4;2;1;1;3;1;2;1;-13;1192,20671756872;900;900;900;13;2;4484,77494082783;3200;4;4;4;1;8;0;0
811297;506497;202201;2;2;1950;71;7;75;2;0;1;1;2;2;4;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;2;0;0
811298;577743;202201;2;2;1964;57;6;60;2;0;1;1;2;1;5;1;3600;3600;2400;2400;2400;8;5;7850;5350;5;5;5;1;3;0;0
811309;558102;202201;2;1;1935;86;7;86;2;0;0;4;5;1;3;12;2684;2684;1900;1900;1900;6;4;5254;4150;5;5;5;1;2;0;0
811334;576239;202201;2;1;1949;72;7;72;2;0;1;3;2;2;5;9;3250;3250;2750;2750;2750;7;6;5057,53890899074;4250;2;2;2;1;2;0;1
811335;596227;202201;2;2;1998;23;2;26;2;0;1;1;2;2;1;7;600;600;525;525;525;2;2;2900;2625;5;7;1;0;9;101;0
811349;537655;202201;1;9;1932;89;7;84;2;0;0;1;5;1;4;9;-13;2150,83530282733;1750;-13;1750;13;4;4550,83530282733;3950;3;3;3;0;6;0;0
811358;573220;202201;1;5;2013;8;1;41;4;2;1;5;3;2;4;7;0;0;0;0;0;0;0;4500;3729;1;8;1;1;2; ;0
811361;555010;202201;2;1;1969;52;5;52;3;2;0;3;4;2;5;1;2600;2600;2000;2000;2000;6;4;2600;2000;6;6;6;1;8;0;0
811364;529437;202201;1;5;1996;25;3;58;4;2;1;5;3;2;4;3;-13;1683,04341756936;1250;-13;1250;13;3;9601,2288549155;7199;3;3;3;0;3;201;0
811373;516177;202201;1;1;1946;75;7;75;2;0;1;1;2;1;1;9;-13;1975,25019170382;1600;1600;1600;13;4;3125,12892266756;2600;5;5;5;1;7;0;0
811383;536218;202201;2;1;1983;38;4;38;1;0;0;5;1;2;2;1;1800;1800;1300;1300;1300;4;3;1800;1300;4;4;4;1;7;202;0
811384;527117;202201;1;5;2020;1;1;32;4;2;1;5;3;1;2;14;0;0;0;0;0;0;0;4156,45696372275;2900;9;9; ;1;9; ;0
811386;507461;202201;2;2;1941;80;7;82;2;0;1;1;2;2;2;8;-13;831,839881101229;745;745;745;13;2;2446,21314209434;2082;2;2;2;1;2;0;0
811410;508547;202201;2;1;1954;67;7;67;1;0;0;3;1;2;2;9;-13;1454,68231731827;1218;1218;1218;13;3;1454,68231731827;1218;2;2;2;1;2;0;0
811419;514855;202201;1;5;1997;25;3;60;3;2;0;5;4;1;3;1;2500;2500;1850;1850;1850;5;4;8278;6100;4;2;2;0;6;0;0
811425;549298;202201;1;1;1983;39;4;39;2;0;1;1;2;1;4;1;3000;3000;2400;2400;2400;6;5;5400;4100;5;5;5;0;99;0;0
