nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
850851;590319;202211;2;999;5;2004;17;2;53;4;2;1;5;3;1;4;7;-13;286,992040080165;250;250;250;13;1;4367,54691384958;3445;4;2;2;1;2;0;0
850854;575399;202211;2;999;1;1983;39;4;39;1;0;0;5;1;1;2;3;-13; ;-13;-13; ;13;13; ; ;6;5;5;1;7;0;0
850860;512539;202211;1;999;1;1949;73;7;73;2;0;1;1;2;1;2;9;-13;3056,96316218569;2350;2350;2350;13;5;4144,72579582241;3301;4;4;4;1;3;0;0
850872;535617;202211;1;999;1;1959;63;6;63;2;0;1;1;2;1;1;1;7250;7250;4350;4350;4350;11;9;7250;4350;6;6;6;1;8;0;0
850885;557461;202211;2;999;5;1998;24;2;58;3;1;1;5;3;1;4;1;2600;2600;2000;2000;2000;6;4;7745,15201978926;5490;5;5;5;1;7;0;0
850888;531695;202211;1;999;2;1944;78;7;75;2;0;1;1;2;1;3;9;-13;1181,74429681911;1025;1025;1025;13;3;3367,39084083943;2775;6;3;3;1;2;0;0
850900;541906;202211;1;999;1;1951;71;7;71;2;0;1;1;2;1;1;9;4000;4000;3200;3200;3200;8;7;4000;3200;4;4;4;1;6;0;0
850909;541427;202211;2;999;1;1962;60;6;60;2;0;1;1;2;1;2;1;2512;2512;2070;2070;2070;6;5;3712,91903900553;3110;5;5;5;1;7;0;0
850915;588253;202211;1;999;1;1964;58;6;58;2;0;1;1;2;1;2;1;3900;3900;2750;2750;2750;8;6;3900;2750;2;2;2;0;2;0;0
850923;558289;202211;2;2;1;1953;69;7;69;1;0;0;1;1;1;5;9;-13;913,863540246288;800;800;800;13;2;913,863540246288;800;3;3;3;1;10;101;0
850924;506445;202211;2;999;5;2000;21;2;57;5;3;1;5;3;2;3;7;-13; ; ;-13; ;13; ; ; ;5;8;3;0;2;202;0
850933;565048;202211;1;999;5;1998;24;2;57;5;3;1;5;3;1;2;13;0;0;0;0;0;0;0;1600;1400;4;1;1;1;7;202;0
850938;594727;202211;1;999;2;1955;67;7;64;2;0;1;1;2;1;4;9;-13;1943,78997640596;1600;1600;1600;13;4;6097,77369243802;4300;4;4;4;0;9; ;0
850939;547137;202211;1;999;1;1977;45;5;45;5;3;1;1;3;1;5;3;-13;3358,78097594157;2250;-13;2250;13;5;3645,77301602173;2500;2;2;2;0;2;0;0
850940;556053;202211;1;999;3;1996;26;3;20;2;0;1;5;2;2;4;1;1500;1500;1200;1200;1200;3;3;2400;1900;4;4;4;0;99; ;0
850942;519784;202211;1;999;1;1964;58;6;58;3;1;1;1;3;1;3;1;2476;2476;1975;1975;1975;5;4;6180;4885;4;4;4;1;2;0;0
850946;553762;202211;2;999;5;2016;6;1;47;4;2;1;5;3;1;2;14;-13;0;0;0;0;13;0;9200;6400;9;9; ;1;8; ;0
850949;500922;202211;1;999;3;1979;43;4;32;2;0;1;5;2;2;5;1;3130;3130;2400;2400;2400;7;5;4730;3800;4;4;4;1;99;0;0
850952;589450;202211;1;999;1;1986;36;4;36;3;0;0;5;5;1;1;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;8;102;0
850959;564204;202211;2;2;2;1988;34;3;34;4;2;1;1;3;1;3;1;3300;3300;2100;2100;2100;7;5;7650;4950;5;5;5;1;10;0;0
850964;506179;202211;1;999;5;1996;26;3;63;6;4;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;3;3;3;0;2; ;0
850979;592831;202211;1;999;5;1998;24;2;73;5;3;1;5;3;2;1;7;0;0;0;0;0;0;0;1661,99204008017;1625;6;3;3;1;8;202;0
850994;541467;202211;2;999;2;1959;63;6;60;2;0;1;1;2;1;4;1;-13;1726,80486751182;1250;-13;1250;13;3;5172,91878092367;3500;2;2;2;1;2;0;1
850996;533880;202211;1;1;1;1941;80;7;80;2;0;1;1;2;1;4;9;10290;10290;6790;6790;6790;12;11;11080;7570;6;6;6;1;10;0;0
850997;574288;202211;2;999;5;2017;5;1;40;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;10000;6000;9;9; ;1;8; ;0
851003;575319;202211;1;999;5;2010;12;1;44;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5107,37289363118;3800;1;1;1;1;10; ;0
851006;563137;202211;1;999;5;1982;40;4;69;3;2;0;5;4;1;1;1;-13; ;-13;-13; ;13;13; ; ;6;6;6;1;9;0;0
851016;565585;202211;2;999;1;1995;27;3;27;1;0;0;5;1;2;1;1;2600;2600;2300;2300;2300;6;5;2600;2300;5;5;5;1;99;0;0
851028;503271;202211;2;999;2;1950;72;7;73;2;0;1;1;2;1;5;8;1472;1472;1472;1472;1472;3;3;6768;5472;2;2;2;1;2;0;0
851037;577563;202211;2;999;2;1992;30;3;30;4;2;1;1;3;1;2;1;3000;3000;2000;2000;2000;6;4;8000;5000;6;6;6;1;99;0;0
851045;562711;202211;1;999;1;1973;48;5;48;3;1;1;1;3;1;5;1;0;0;0;0;0;0;0;0;0;4;4;4;1;9;0;0
851049;522589;202211;2;999;2;1956;66;7;69;2;0;1;1;2;1;3;8;-13;0;0;0;0;13;0;2399,15237840235;1900;4;4;4;0;2; ;0
851059;577925;202211;2;6;1;1988;34;3;34;1;0;0;5;1;4;5;1;900;900;700;700;700;2;2;900;700;5;4;4;1;10;0;0
851077;581005;202211;2;999;2;1987;35;4;38;4;2;1;1;3;1;2;8;0;0;0;0;0;0;0;8500;4600;3;3;3;1;8;0;0
851098;549243;202211;2;999;2;1961;61;6;69;2;0;1;1;2;1;4;1;1250;1250;-14;-13;963,052367204983;3;14;2450;2018,42891773183;4;4;4;1;2;0;0
851101;529565;202211;1;999;1;1970;52;5;52;4;2;1;1;3;1;1;1;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;8;102;0
851104;550250;202211;1;999;1;1945;77;7;77;2;0;1;1;2;2;2;9;2150;2150;2000;2000;2000;5;4;3650;3260;2;2;2;1;2;0;0
851110;558560;202211;2;999;5;2000;22;2;58;4;2;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;5;5;5;1;2; ;0
851123;513992;202211;1;999;1;1967;54;5;54;4;2;1;1;3;1;2;1;3700;3700;3300;3300;3300;8;7;4285;3819;4;4;4;1;7;0;0
851144;543066;202211;2;999;1;1943;79;7;79;1;0;0;4;1;1;2;8;-13;3585,07049368632;2700;2700;2700;13;6;3585,07049368632;2700;5;5;5;1;8;0;0
851150;595074;202211;2;999;2;1969;53;5;56;3;1;1;1;3;1;4;1;-13;2536,36320561483;1750;-13;1750;13;4;10006,8405144455;6950;5;5;5;0;8; ;0
851154;590879;202211;2;2;2;1960;61;6;61;2;0;1;1;2;1;3;1;1460;1460;1281;1281;1281;3;3;5109;3954;3;3;3;1;10;0;0
851185;546746;202211;1;1;5;2006;16;2;56;4;2;1;5;3;1;4;7;120;120;100;100;100;1;1;10620;6000;3;1;1;1;9;0;0
851211;542361;202211;1;999;1;1947;75;7;75;2;0;1;1;2;1;2;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;1; ;0
851235;584973;202211;2;999;1;1957;65;7;65;2;0;1;5;2;1;1;9;-13;2634,51942495839;2063;2063;2063;13;5;4721,52844061112;3767;5;5;5;1;2;0;0
851238;530110;202211;2;2;3;1997;25;3;27;2;0;1;5;2;2;1;7;1300;1300;1150;1150;1150;3;3;3200;2750;5;7;1;1;10;102;0
851239;550866;202211;2;999;1;1991;31;3;31;2;0;1;5;2;1;2;1;3100;3100;2400;2400;2400;7;5;6300;4800;5;5;5;0;99;0;0
851242;511749;202211;2;999;1;1981;40;4;40;2;1;0;3;4;1;4;1;-13;3181,09730785417;2100;2100;2100;13;5;3181,09730785417;2100;5;5;5;1;2;0;0
851254;501190;202211;1;999;9;1950;71;7;71;2;0;0;1;5;1;2;9;-13;0;0;0;0;13;0; ; ;7;7;1;0;7;0;0
851257;516452;202211;1;999;5;2006;16;2;50;3;1;1;5;3;1;4;7;-13;286,992040080165;250;-13;250;13;1;9506,99204008017;6480;2;1;1;1;2; ;0
851260;595202;202211;2;999;1;1945;77;7;77;1;0;0;3;1;2;1;12;-13;1510,7756189476;1260;1260;1260;13;3;1510,7756189476;1260;3;3;3;1;7;0;0
851263;570983;202211;2;999;5;2003;19;2;56;5;3;1;5;3;1;3;7;600;600;600;600;600;2;2;11350;8850;5;3;3;0;2;0;0
851269;551431;202211;1;999;1;1980;42;4;42;5;2;1;1;3;1;2;1;-13;3006,46740420496;2000;2000;2000;13;4;7556,7819455384;5190;5;5;5;1;8;101;0
851272;542160;202211;2;999;2;1951;71;7;71;2;0;1;1;2;1;2;9;-13;1213,72507596127;1050;1050;1050;13;3;6296,10981320558;4700;5;5;5;0;2; ;0
851275;538052;202211;2;999;1;1982;40;4;40;1;0;0;5;1;1;1;1;4112;4112;2820;2820;2820;9;6;4112;2820;6;3;3;1;7;0;0
851303;582330;202211;2;999;2;1986;36;4;36;5;3;1;1;3;1;5;1;3050;3050;1850;1850;1850;7;4;8050;4850;6;6;6;1;99;0;0
851306;539178;202211;2;999;1;1955;67;7;67;3;2;0;3;4;1;4;9;3800;3800;2800;2800;2800;8;6;7691,22694966811;5350;6;5;5;1;7;0;0
851315;509681;202211;2;999;3;1998;24;2;26;2;0;1;5;2;2;4;1;3850;3850;2600;2600;2600;8;6;5050;3700;6;6;6;1;99;0;0
851327;580209;202211;2;999;2;1953;68;7;71;2;0;1;1;2;1;3;9;-13;2556,81754187311;2038;2038;2038;13;5;5827,89255814941;4531;5;5;5;1;1;0;0
851332;595145;202211;2;2;1;1970;52;5;52;4;2;1;1;3;1;2;1;4667;4667;3223;3223;3223;10;7;7272,98408016033;5361;6;6;6;1;10;102;0
851339;592480;202211;2;999;2;1980;42;4;49;5;3;1;1;3;1;2;1;1900;1900;1800;1800;1800;4;4;5850;4650;4;4;4;0;6;0;0
851355;578831;202211;1;999;1;1964;58;6;58;4;2;1;1;3;1;3;1;5259;5259;3091;3091;3091;11;7;9240,78664017651;6401;5;5;5;0;9; ;0
851363;542250;202211;2;2;1;1985;37;4;37;1;0;0;5;1;2;1;1;-13;988,401632065611;750;-13;750;13;2;988,401632065611;750;4;4;4;1;10;102;0
851364;543325;202211;2;999;2;1959;63;6;66;3;1;1;1;3;1;4;1;-13;1251,78251916202;940;940;940;13;2;5378,58738667383;3690;2;2;2;1;2;0;0
851379;500698;202211;1;999;1;1966;55;6;55;2;0;1;1;2;1;2;1;-13; ;-14;-13; ;13;14; ; ;4;3;3;1;1;0;0
851392;503774;202211;1;1;1;1983;39;4;39;1;0;0;5;1;1;1;1;5000;5000;3500;3500;3500;10;7;5000;3500;5;5;5;1;10;0;0
851396;518748;202211;1;999;1;1931;91;7;91;2;0;1;1;2;1;5;9;-13;1497,39318578535;1250;-13;1250;13;3;2335,33945628452;2000;5;5;5;0;10; ;0
851397;581817;202211;2;999;2;1976;46;5;48;6;4;1;1;3;1;5;1;1800;1800;1600;1600;1600;4;4;7900;5660;5;5;5;1;2;0;0
851400;537286;202211;1;999;1;1944;78;7;78;2;0;1;1;2;1;4;9;-13;2908,64475545139;2250;-13;2250;13;5;4382,18865257032;3500;5;5;5;1;2;0;0
851425;516671;202211;1;999;1;1963;59;6;59;2;0;1;1;2;1;2;1;2316;2316;1847;1847;1847;5;4;5316;4047;5;5;5;1;2;0;0
851430;521187;202211;1;1;1;1972;50;5;50;5;3;1;1;3;2;1;1;2500;2500;2200;2200;2200;5;5;3200;2800;4;4;4;1;10;102;0
851431;519931;202211;1;999;1;1968;54;5;54;3;1;1;1;3;1;2;1;-13;6273,60792549124;3750;-13;3750;13;8;7533,2591219364;4750;5;5;5;1;2;0;0
851435;563656;202211;2;999;5;2002;20;2;52;3;2;0;5;4;1;3;7;-13;286,992040080165;250;-13;250;13;1;3373,98408016033;2700;3;3;3;1;9;0;0
851437;500564;202211;1;999;5;1993;29;3;58;8;6;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;2; ;0
851443;509399;202211;1;999;1;1956;66;7;66;1;0;0;5;1;1;4;9;2900;2900;2900;2900;2900;6;6;2900;2900;2;2;2;1;3;0;0
851454;537132;202211;1;999;1;1984;38;4;38;3;1;1;1;3;1;5;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;8;0;0
851461;509811;202211;1;999;5;2001;21;2;55;2;1;0;5;4;1;4;7;-13;286,992040080165;250;-13;250;13;1;2686,99204008017;2050;6;3;3;0;2; ;0
851462;526487;202211;1;1;1;1980;42;4;42;4;2;1;1;3;1;5;1;5372;5372;3412;3412;3412;11;7;7972;5688;4;4;4;1;10;0;0
851487;560802;202211;2;999;5;2013;9;1;38;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7778,94341065557;5100;1;8;1;1;10; ;0
851504;597620;202211;1;999;1;2004;18;2;18;1;0;0;5;1;9;1;7;0;0;0;0;0;0;0;0;0;6;3;3;1;99;0;0
851531;501416;202211;2;999;5;2011;11;1;36;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;6789,67308972668;4500;9;9; ;1;6; ;0
851535;569042;202211;1;999;1;1969;53;5;53;4;2;1;1;3;1;2;1;7200;7200;3900;3900;3900;11;8;7773,98408016033;4400;5;5;5;1;2;0;0
851541;581192;202211;1;999;5;2011;11;1;44;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;6635,19463919272;4450;1;8;1;1;7; ;0
851542;554818;202211;1;999;1;1982;40;4;40;4;2;1;1;3;1;1;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;0;1; ;0
851553;596524;202211;1;999;1;1945;77;7;77;2;0;1;1;2;1;5;9;2000;2000;1700;1700;1700;4;4;2900;2400;5;5;5;1;2;101;0
851559;535696;202211;2;999;2;1962;60;6;61;5;3;1;1;3;1;5;1;-13;1648,67761611824;1200;1200;1200;13;3;17094,0037011812;11250;5;5;5;0;1;0;0
851562;571334;202211;2;999;5;2012;10;1;38;4;2;1;5;3;2;1;14;0;0;0;0;0;0;0;3310;2604;9;9; ;1;8; ;0
851564;515411;202211;2;999;1;1995;27;3;27;1;0;0;5;1;2;1;1;2400;2400;2000;2000;2000;5;4;2400;2000;4;4;4;1;9;0;0
851580;595046;202211;1;999;1;1942;80;7;80;2;0;1;1;2;2;1;9;2765;2765;2130;2130;2130;6;5;3706;2977;5;5;5;1;3;0;0
851583;513568;202211;2;999;2;1982;40;4;43;5;3;1;1;3;1;4;1;-13;3655,52318326053;2400;2400;2400;13;5;12492,0057106664;7400;6;6;6;1;7;0;0
851592;528168;202211;2;999;4;1932;90;7;58;2;0;0;4;5;1;5;9;1600;1600;1384;1384;1384;4;3;4450;3544;2;2;2;0;9;0;0
851596;524844;202211;1;999;1;1964;58;6;58;3;1;1;1;3;1;5;1;4200;4200;2700;2700;2700;9;6; ; ;4;4;4;1;6;0;0
851611;569387;202211;1;999;1;1954;68;7;68;2;0;1;1;2;1;3;9;5339;5339;3802;3802;3802;11;8;8666;5861;5;5;5;1;2;0;0
851623;521276;202211;1;999;9;2007;15;2;49;5;2;1;5;3;1;4;14;0;0;0;0;0;0;0;5656,69369038817;4088;9;9; ;0;2; ;0
851625;589767;202211;2;2;1;1959;63;6;63;2;1;0;3;4;1;2;1;3500;3500;2500;2500;2500;7;5;6036,36320561483;4250;6;5;5;1;10;0;0
851635;529306;202211;2;999;2;1959;63;6;64;2;0;1;1;2;1;4;1;2664;2664;2310;2310;2310;6;5;4374,28345322911;3560;4;4;4;1;7;0;0
851641;575460;202211;2;999;3;1956;66;7;67;2;0;1;4;2;1;2;9;-13;425,112545869738;400;400;400;13;1;4163,53373905097;3200;3;2;2;1;2;0;0
851647;581509;202211;1;999;1;1948;74;7;74;2;0;1;1;2;1;4;9;5500;5500;3900;3900;3900;11;8;8000;5700;6;6;6;1;2;0;0
851651;501983;202211;1;999;5;2006;16;2;47;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;2702,76278104625;2000;2;8;1;1;7; ;0
851666;588330;202211;1;999;5;2016;6;1;42;3;2;0;5;4;2;4;14;0;0;0;0;0;0;0;3895,647721145;2500;1;8;1;1;8; ;0
851669;583575;202211;1;999;1;1977;45;5;45;5;2;1;1;3;2;1;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;8;0;0
851671;550336;202211;1;999;1;1983;39;4;39;1;0;0;3;1;1;5;1;3437;3437;2570;2570;2570;7;6;3437;2570;6;5;5;1;9;102;0
851672;548931;202211;1;999;1;1945;77;7;77;2;0;1;1;2;1;3;9;3500;3500;2600;2600;2600;7;6;5300;4000;5;5;5;1;7;0;0
851681;553170;202211;2;999;3;1989;33;3;32;2;0;1;5;2;2;1;3;1600;1600;1400;1400;1400;4;3;3200;2800;6;6;6;1;99;0;0
851682;544717;202211;1;999;3;1990;32;3;33;2;0;1;5;2;2;2;1;2500;2500; ;-13;1688,11394142049;5; ;6100;3994,49788363128;5;5;5;0;99; ;0
851690;519375;202211;1;999;1;1947;75;7;75;2;0;1;1;2;1;4;9;-13;1497,39318578535;1250;-13;1250;13;3;2335,33945628452;2000;2;1;1;0;3; ;0
851691;574012;202211;2;999;5;2002;20;2;47;6;4;1;5;3;1;2;1;-13;1726,80486751182;1250;-13;1250;13;3;6926,68330889176;5000;4;8;2;0;9;0;0
851693;581005;202211;2;999;5;2012;9;1;38;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;8500;4600;1;8;1;1;8; ;0
851705;574542;202211;1;999;1;1964;57;6;57;2;0;1;3;2;1;2;1;4350;4350;3110;3110;3110;9;7;8055;5730;2;2;2;1;6;0;0
851723;569634;202211;1;999;5;2009;13;1;45;3;2;0;5;4;1;4;7;0;0;0;0;0;0;0; ; ;3;1;1;1;9; ;0
851724;557168;202211;2;999;2;1950;72;7;75;2;0;1;1;2;1;5;9;-13;1539,55366543106;1300;1300;1300;13;3;3104,02498676372;2600;4;4;4;1;2;0;0
851729;523590;202211;2;999;2;1960;62;6;61;2;0;1;1;2;2;4;4;0;0;0;0;0;0;0;1600;1200;4;4;4;1;2;0;0
851736;592114;202211;2;999;1;1949;73;7;73;1;0;0;5;1;2;1;9;-13;1905,83689451105;1550;1550;1550;13;4;1905,83689451105;1550;6;6;6;1;3;0;0
851760;572711;202211;1;999;1;1993;29;3;29;3;1;1;1;3;1;2;1;3500;3500;2400;2400;2400;7;5;6900;4850;5;5;5;1;99;0;0
851763;561059;202211;1;999;5;2003;19;2;55;3;1;1;5;3;1;2;1;-13;5213,69084646079;3250;-13;3250;13;7;9887,69084646079;6444;2;2;2;0;2; ;0
851768;519980;202211;2;999;5;2000;22;2;55;3;1;1;5;3;2;1;7;-13;948,009599380784;750;-13;750;13;2;9448,00959938078;6150;4;4;4;0;9; ;0
851773;549777;202211;2;999;2;1944;78;7;77;2;0;1;1;2;1;2;8;-13;806,253321095563;724;724;724;13;2;5399,98343223722;4070;6;6;6;1;6;101;0
851781;577347;202211;1;999;5;2012;10;1;46;5;3;1;5;3;1;1;7;0;0;0;0;0;0;0;11040;6960;1;8;1;1;10; ;0
851783;594906;202211;1;999;2;1987;35;4;37;3;1;1;1;3;1;3;1;-13;3478,94341065557;2300;2300;2300;13;5;6226,65665818154;4150;4;4;4;0;10; ;0
851787;563229;202211;2;999;5;2013;9;1;43;3;1;1;5;3;1;5;14;0;0;0;0;0;0;0;4025,12363840168;2800;1;8;1;1;3; ;0
851791;537680;202211;2;999;5;2013;9;1;37;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;4800;3400;1;8;1;1;99; ;0
851794;526489;202211;2;999;2;1960;62;6;64;2;0;1;1;2;1;2;9;-13; ; ;-13; ;13; ; ; ;2;2;2;1;8;0;0
851800;519290;202211;2;999;2;1947;75;7;67;2;0;1;1;2;1;5;9;2000;2000;1100;1100;1100;4;3;5500;2900;6;3;3;1;6;201;0
851821;523257;202211;1;999;2;1989;33;3;32;2;0;1;1;2;1;2;1;4007;4007;3056;3056;3056;9;7; ; ;5;5;5;1;99;0;0
851829;537153;202211;2;2;3;1995;27;3;32;2;0;1;5;2;1;4;1;3600;3600;2750;-13;2750;8;6;6850;5500;5;5;5;1;10;0;0
851849;575018;202211;2;999;2;1953;69;7;69;2;0;1;1;2;1;2;9;2500;2500;1249;1249;1249;5;3;6000;3177;4;4;4;0;2;0;0
851861;563177;202211;1;999;3;1983;39;4;43;2;0;1;5;2;1;4;1;9000;9000;4500;4500;4500;12;9;16200;8500;6;6;6;0;2; ;0
851867;550875;202211;1;999;5;1996;26;3;56;6;4;1;5;3;1;2;13;-13;1683,04341756936;1250;-13;1250;13;3;13842,0448855907;10410;2;2;2;1;2;0;0
851876;557299;202211;1;999;1;1974;48;5;48;4;2;1;1;3;1;5;1;4250;4250;2885;2885;2885;9;6;5750;4280;5;5;5;1;8;0;0
851916;579776;202211;2;999;2;1952;70;7;71;2;0;1;1;2;1;3;9;-13;998,580306695007;880;880;880;13;2;2650,86406438992;2245;5;5;5;1;2;0;0
851921;581250;202211;1;999;5;2021;1;1;43;5;3;1;5;3;1;5;14;0;0;0;0;0;0;0;4464,31443328328;3100;9;9; ;1;99; ;0
851924;569053;202211;2;999;5;1986;36;4;40;4;2;1;1;3;2;4;1;1400;1400;1000;1000;1000;3;2;2600;2000;6;6;6;1;10; ;0
851937;582037;202211;1;999;1;1987;34;3;34;1;0;0;5;1;1;2;1;2590;2590;2050;2050;2050;6;5;2590;2050;4;4;4;1;7;101;0
851940;558370;202211;1;999;1;1976;46;5;46;5;3;1;1;3;1;1;1;-13;4354,47730883071;2750;-13;2750;13;6;6081,28217634253;4000;2;2;2;1;2;0;0
851947;572543;202211;2;999;5;2011;11;1;45;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;6124,09402447603;4336;9;9; ;1;6; ;0
851950;572177;202211;1;999;1;1974;48;5;48;5;3;1;1;3;1;2;1;-13;5298,07436449363;3250;-13;3250;13;7;8598,07436449363;5950;6;6;6;0;6; ;0
851966;527986;202211;1;999;1;1940;82;7;82;2;0;1;1;2;2; ;9;-13;851,508419907246;750;-13;750;13;2;3002,34372273457;2500;4;4;4;0;9;102;0
851968;574163;202211;2;999;1;1948;74;7;74;2;0;0;4;5;1;4;12;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;1;0;0
851980;577258;202211;1;999;1;1943;79;7;79;2;0;1;1;2;1;3;9;1600;1600;1250;-13;1250;4;3;2370;2000;1;1;1;1;2;0;1
851983;569976;202211;1;999;1;1952;70;7;70;2;0;1;1;2;1;3;9;4388;4388;3080;3080;3080;9;7;5376;3948;2;2;2;1;2;0;0
851986;597109;202211;1;999;1;1991;31;3;31;2;0;1;5;2;1;3;1;4400;4400;3250;-13;3250;9;7;7791,22694966811;5500;5;5;5;1;7;0;0
851995;552578;202211;2;999;2;1967;55;6;61;2;0;1;1;2;1;2;1;2191;2191;1751;1751;1751;5;4;4640;3675;2;2;2;1;2;0;0
852008;543923;202211;1;999;1;1960;62;6;62;2;0;1;1;2;1;1;3;-13;11262,3179518177;6250;-13;6250;13;11;12210,3275511985;7000;6;6;6;0;2;0;0
852010;591507;202211;1;999;5;2006;16;2;45;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;3;8;1;0;10; ;0
852017;520590;202211;1;999;1;1947;75;7;75;2;0;1;1;2;1;3;9;1570;1570;1300;1300;1300;4;3;2870;2300;2;2;2;1;6;0;0
852023;537689;202211;1;999;1;1940;82;7;82;2;0;1;1;2;1;3;8;-13;2399,15237840235;1900;1900;1900;13;4;3176,28463445652;2600;5;5;5;1;3;0;0
852029;591891;202211;2;999;2;1949;73;7;78;2;0;1;1;2;2;3;8;970;970;800;800;800;2;2;2970;2200;2;1;1;0;2; ;0
852032;504003;202211;1;999;5;2007;15;2;48;5;3;1;5;3;1;5;7;-13;286,992040080165;250;-13;250;13;1;7978,09466917546;5400;2;1;1;1;6; ;0
852050;535421;202211;2;999;5;2010;11;1;39;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7534,25006417101;5000;1;8;1;1;3; ;0
852053;593344;202211;1;999;1;1991;31;3;31;1;0;0;5;1;1;2;1;-13; ;-14;-13; ;13;14; ; ;4;2;2;1;99;0;0
852054;525990;202211;1;999;5;1997;24;2;61;2;1;0;5;4;1;2;1;-13;2619,9350858454;1800;1800;1800;13;4;8244,9350858454;4867;4;3;3;0;9; ;0
852056;510525;202211;1;999;5;2002;20;2;52;3;1;1;5;3;1;2;7;-13; ;-13;-13; ;13;13; ; ;1;8;1;1;2;0;0
852090;571185;202211;1;999;5;1985;37;4;71;3;1;1;5;3;1;2;1;2600;2600;2200;2200;2200;6;5;7100;5900;5;5;5;0;7;0;0
852095;572467;202211;1;999;2;1967;55;6;54;2;0;1;1;2;4;5;3;2300;2300;2250;-13;2250;5;5;4400;4000;5;5;5;0;10; ;0
852097;506643;202211;1;999;5;2019;3;1;35;4;2;1;5;3;2;5;14;0;0;0;0;0;0;0;5096,75025867275;3400;9;9; ;1;8; ;0
852100;591507;202211;2;999;5;2007;15;2;45;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;3;8;1;1;10; ;0
852105;569219;202211;1;999;1;1949;73;7;73;2;0;1;1;2;1;1;9;3280;3280;2440;2440;2440;7;5;4960;3720;5;5;5;1;2;0;0
852108;581539;202211;2;999;2;1973;49;5;48;4;2;1;1;3;1;4;3;-13;1161,99328953552;900;900;900;13;2;9472,69240191196;5650;5;5;5;1;2;0;0
852133;502499;202211;2;999;2;1940;82;7;84;2;0;1;1;2;1;1;9;1050;1050;1250;-13;1250;3;3;7950;6000;6;6;6;0;1; ;0
852139;532083;202211;1;999;1;1960;61;6;61;2;0;1;1;2;1;4;1;5820;5820;3500;3500;3500;11;7;7320;4460;4;4;4;0;2; ;0
852152;534481;202211;1;999;5;2007;15;2;47;4;3;0;5;4;1;5;7;160;160;140;140;140;1;1;7660;4640;2;1;1;1;9; ;0
852156;512036;202211;1;999;1;1961;60;6;60;4;2;1;1;3;1;2;1;-13;2577,4142108627;1750;-13;1750;13;4;5400,7694565577;3750;2;2;2;0;10; ;0
852163;569592;202211;1;999;1;1986;36;4;36;4;2;1;1;3;1;4;1;3150;3150;2400;2400;2400;7;5;3150;2400;4;4;4;1;8;202;0
852175;570877;202211;1;999;1;1958;64;6;64;3;1;1;1;3;1;3;1;-13;4354,47730883071;2750;-13;2750;13;6;12924,7226184553;8250;5;5;5;0;1;0;0
852176;507487;202211;2;2;3;1976;46;5;45;4;2;1;5;3;1;4;3;-13;1307,90950879188;1000;1000;1000;13;2;14224,9687804906;8000;5;5;5;1;10;0;0
852188;570309;202211;1;999;1;1949;73;7;73;1;0;0;5;1;2;1;9;-13;3661,61300002716;2750;-13;2750;13;6;3661,61300002716;2750;6;6;6;1;8;0;0
852191;544705;202211;2;999;5;1997;25;3;50;5;3;1;5;3;1;1;8;-13;0;0;0;0;13;0;4500;3600;4;2;2;1;2;202;0
852206;525906;202211;1;999;5;2012;10;1;44;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0; ; ;1;8;1;1;7; ;0
852218;557211;202211;1;999;5;2003;19;2;55;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;7900;5750;5;3;3;1;2;0;0
852223;515467;202211;2;2;1;1995;27;3;27;1;0;0;5;1;2;4;1;3910;3910;2850;2850;2850;8;6;3910;2850;6;6;6;1;10;0;0
852239;582584;202211;1;999;1;1994;28;3;28;1;0;0;5;1;2;1;1;3550;3550;2500;2500;2500;8;5;3550;2500;5;5;5;1;99;0;0
