nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
849255;553302;202211;2;999;7;2009;12;1;71;2;0;0;5;5;2;1;7;-13;646,064092854306;530;530;530;13;2; ; ;1;1;1;1;8; ;0
849262;503127;202211;1;999;5;1998;24;2;54;5;3;1;5;3;1;4;3;-13;5081,56319539526;3250;-13;3250;13;7;13773,1962142725;8743;6;6;6;0;10; ;0
849273;589135;202211;2;999;1;1943;79;7;79;1;0;0;4;1;2;1;9;-13;1564,47132133266;1300;1300;1300;13;3;1564,47132133266;1300;2;2;2;1;2;0;1
849288;509640;202211;1;999;5;2003;19;2;50;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;5982,47711902668;4000;4;8;2;0;2; ;0
849301;567858;202211;1;999;2;1961;60;6;54;5;3;1;1;3;2;2;8;-13;0;0;0;0;13;0;2100;1800;9;9; ;1;7;102;0
849304;505786;202211;2;999;5;2009;13;1;49;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;5683;3835;2;1;1;1;2; ;0
849310;592797;202211;2;999;5;2010;12;1;57;4;2;1;5;3;2;1;7;0;0;0;0;0;0;0;1834,70111991218;1300;1;8;1;1;6; ;0
849322;553286;202211;2;999;2;1970;52;5;57;4;2;1;1;3;1;4;1;-13;3977,11789981857;2580;2580;2580;13;6;9487,16851032087;5940;6;6;6;1;6;0;0
849340;564227;202211;2;999;2;1974;48;5;56;4;2;1;1;3;1;2;8;-13;1683,04341756936;1250;-13;1250;13;3;5041,82439351092;3500;4;4;4;1;2;0;0
849343;526452;202211;1;999;5;1997;25;3;63;4;3;0;5;4;2;4;7;-13;0;0;0;0;13;0;5088,4004967493;3500;3;2;2;1;2;0;0
849353;557125;202211;1;999;1;1942;80;7;80;2;0;1;1;2;1;2;12;-13;5244,96685137671;3750;-13;3750;13;8; ; ;5;5;5;1;1;0;1
849365;523281;202211;2;999;2;1975;47;5;48;4;2;1;1;3;2;-99;8;-13;1759,7242024343;1300;1300;1300;13;3;5556,64670224726;3800;4;4;4;0;2; ;0
849379;591952;202211;2;999;5;2020;2;1;43;4;2;1;5;3;1;1;14;0;0;0;0;0;0;0;7500;5400;9;9; ;1;9; ;0
849384;580390;202211;1;1;1;1955;67;7;67;2;0;1;1;2;2;3;9;-13;4115,40433715398;3043;3043;3043;13;7;5582,12955205369;4150;5;5;5;1;10;0;0
849398;590170;202211;2;999;1;1987;35;4;35;2;0;1;5;2;2;1;1;2500;2500;1800;1800;1800;5;4;5700;4300;5;5;5;1;2;202;0
849404;525930;202211;1;999;1;1950;72;7;72;1;0;0;3;1;1;4;9;3500;3500;2920;2920;2920;7;6;3500;2920;5;5;5;1;8;0;0
849407;556906;202211;1;999;1;1962;60;6;60;4;2;1;1;3;1;4;1;3400;3400;2200;2200;2200;7;5; ; ;3;3;3;1;2;0;0
849429;544326;202211;2;999;2;1962;60;6;63;3;1;1;1;3;1;1;1;-13;1463,48537847617;1080;1080;1080;13;3;9735,61286847236;6380;2;2;2;0;6;0;0
849438;556521;202211;2;999;1;1948;74;7;74;1;0;0;3;1;1;1;9;1900;1900;1600;1600;1600;4;4;1900;1600;2;2;2;1;6;0;0
849472;544937;202211;1;999;1;1957;65;7;65;2;0;1;1;2;1;4;9;-13;3892,82361727129;2900;2900;2900;13;6;4119,46066905328;3100;5;5;5;1;2;0;0
849479;598728;202211;2;999;2;1960;61;6;61;3;1;1;1;3;1;3;8;0;0;0;0;0;0;0;9583,19701930592;6000;2;2;2;0;10; ;0
849482;565109;202211;1;999;1;1946;76;7;76;1;0;0;3;1;2;4;9;1953;1953;1953;1953;1953;4;4;1953;1953;5;5;5;1;9;0;0
849491;565488;202211;2;999;1;1997;25;3;25;1;0;0;5;1;2;2;7;-13; ;-14;-13; ;13;14; ; ;5;4;4;1;9;202;0
849497;583410;202211;1;999;1;1992;29;3;29;2;0;1;1;2;1;1;1;-13;4822,098295147;3000;3000;3000;13;6;7952,5296131388;5100;5;5;5;0;99;202;0
849499;585229;202211;1;999;1;1961;61;6;61;5;3;1;1;3;1;4;1;3200;3200;2580;2580;2580;7;6;18855,3679644369;13030;5;5;5;0;1;0;0
849507;572871;202211;1;1;2;1977;45;5;43;4;2;1;1;3;2;1;1;-13;1192,20671756872;900;900;900;13;2;2946,95989923419;2150;5;5;5;1;10;0;0
849526;515551;202211;2;999;1;1986;36;4;36;1;0;0;5;1;2;2;1;-13;4354,47730883071;2750;-13;2750;13;6;4354,47730883071;2750;5;5;5;1;8;0;0
849530;514883;202211;2;999;6;1998;24;2;24;6;0;1;5;2;2;1;7;400;400;250;-13;250;1;1; ; ;6;6;6;0;8;0;0
849539;583383;202211;2;999;1;1948;74;7;74;3;1;1;1;3;2;1;9;-13;1233,36920041177;1050;1050;1050;13;3;3843,24597716714;3100;5;5;5;1;8;0;1
849542;501214;202211;1;999;1;1969;53;5;53;1;0;0;2;1;1;2;1;3100;3100;2600;2600;2600;7;6;3100;2600;4;4;4;1;1;102;0
849545;522729;202211;2;999;1;1979;43;4;43;1;0;0;5;1;1;2;1;2884;2884;2160;2160;2160;6;5;2884;2160;5;5;5;1;2;0;0
849566;563079;202211;2;999;9;1952;70;7;70;2;0;0;1;5;2;2;10;-13;0;0;0;0;13;0;2299,13897761744;1830;2;1;1;0;2;0;0
849594;556011;202211;2;999;2;1957;64;6;68;2;0;1;1;2;1;2;8;0;0;0;0;0;0;0;4000;2750;3;3;3;1;8;0;0
849595;553501;202211;1;1;1;1980;42;4;42;4;2;1;1;3;1;4;3;-13;11262,3179518177;6250;-13;6250;13;11;13798,6811574325;8000;6;6;6;1;10;0;0
849600;516415;202211;2;999;1;1953;69;7;69;1;0;0;5;1;2;4;9;2962;2962;2466;2466;2466;6;5;2962;2466;2;2;2;1;8;101;0
849607;573743;202211;1;1;1;1995;27;3;27;3;1;1;1;3;1;5;1;-13;4354,47730883071;2750;-13;2750;13;6;4354,47730883071;2750;4;4;4;1;10;0;0
849609;543203;202211;2;999;5;2002;20;2;48;4;2;0;5;4;1;3;7;0;0;0;0;0;0;0;3335;2439;4;4;4;1;2;0;0
849623;532790;202211;1;999;5;2007;15;2;43;4;2;1;5;3;1;3;7;50;50;50;50;50;1;1;6333;4670;4;1;1;1;10; ;0
849630;590567;202211;2;999;2;1952;70;7;75;2;0;1;1;2;2;4;12;0;0;0;0;0;0;0;2386;1600;2;2;2;1;1;0;0
849632;571297;202211;1;1;1;1952;70;7;70;2;0;1;1;2;1;5;9;2628;2628;2160;2160;2160;6;5;2628;2160;4;4;4;1;10;0;0
849642;519918;202211;2;999;1;1960;61;6;61;3;1;1;5;3;2;1;1;3200;3200;2100;2100;2100;7;5;7077,33721644332;4947;5;5;5;1;2;0;0
849643;582152;202211;2;999;1;1964;58;6;58;2;0;1;3;2;1;3;1;5352;5352;3200;3200;3200;11;7;7572,53779432496;5000;5;5;5;1;9;0;0
849649;510809;202211;1;999;1;1969;53;5;53;2;0;1;5;2;1;2;1;-13;4822,098295147;3000;3000;3000;13;6;8125,99762147393;5200;6;6;6;0;2;0;0
849663;596903;202211;2;2;1;1972;50;5;50;1;0;0;5;1;1;3;1;-13;1754,75318166547;1250;-13;1250;13;3;1754,75318166547;1250;4;4;4;1;10;0;0
849676;587097;202211;1;999;9;1994;28;3;61;3;0;1;5;2;1;5;10;900;900;700;700;700;2;2;8500;6000;2;1;1;0;2; ;0
849692;578517;202211;2;2;1;1970;52;5;52;2;0;1;1;2;2;3;1;-13; ; ;-13; ;13; ; ; ;4;4;4;1;10;0;0
849694;542507;202211;2;999;3;1976;46;5;48;4;2;1;5;3;1;2;3;12000;12000;7750;7750;7750;12;12;21360;13175;6;6;6;0;6;0;0
849711;595890;202211;1;1;2;1953;69;7;74;2;0;1;1;2;1;4;9;-13;1036,14208750447;910;910;910;13;2;1950,00562775075;1710;4;4;4;1;10;0;0
849719;501849;202211;2;999;4;1953;69;7;42;2;0;0;3;5;1;3;9;1200;1200;900;900;900;3;2;3200;2200;5;3;3;1;8;0;0
849722;507669;202211;2;999;2;1961;61;6;60;2;0;1;1;2;1;3;1;4300;4300;3000;3000;3000;9;6;8600;6000;5;5;5;1;1;0;0
849737;536672;202211;1;999;5;1996;26;3;63;4;2;1;5;3;1;3;1;3000;3000;2400;2400;2400;6;5;12078,9434106556;8100;6;6;6;0;2;0;0
849746;524774;202211;1;999;1;1985;37;4;37;4;2;1;5;3;1;4;1;6500;6500;4000;4000;4000;11;8;10200;6480;6;6;6;1;99; ;0
849758;557931;202211;1;999;2;1948;74;7;75;2;0;1;1;2;2;2;9;-13;1807,53890899074;1500;1500;1500;13;3;2702,63863093992;2285;2;2;2;1;2;0;0
849771;521655;202211;1;999;1;1976;46;5;46;4;2;1;1;3;1;5;3;2400;2400;1900;1900;1900;5;4;2400;1900;6;5;5;1;2;0;0
849783;563327;202211;1;999;1;1944;78;7;78;1;0;0;3;1;2;2;9;-13;2907,16755205327;2249;2249;2249;13;5;2907,16755205327;2249;5;5;5;1;99;0;0
849792;591354;202211;1;999;1;1946;76;7;76;2;0;1;1;2;2;4;9;-13;1559,08988265216;1296;1296;1296;13;3;2536,46514171581;2159;1;1;1;1;2;0;0
849795;508587;202211;1;999;1;1953;69;7;69;2;0;1;1;2;2;1;9;-13;5561,24605098799;3943;3943;3943;13;8;7502,29680491975;5541;5;5;5;1;2;0;0
849811;594071;202211;1;999;1;1984;38;4;38;4;2;1;1;3;1;2;1;5600;5600;3700;3700;3700;11;8;8700;5700;5;5;5;1;9;0;0
849838;589294;202211;2;999;5;2007;15;2;53;5;3;1;5;3;1;4;7;-13; ;-13;-13; ;13;13; ; ;3;8;1;1;2; ;0
849841;543182;202211;1;999;1;1949;73;7;73;1;0;0;4;1;1;3;9;3700;3700;2400;2400;2400;8;5;3700;2400;5;5;5;1;8;0;0
849844;592373;202211;1;999;1;1952;70;7;70;2;0;1;4;2;2;2;9;-13;1836,79390254783;1500;1500;1500;13;3;4308,87947404969;3250;1;8;1;0;2;0;0
849845;569191;202211;2;999;5;2010;12;1;42;6;4;1;5;3;1;4;7;0;0;0;0;0;0;0;4285,12265481229;2750;2;1;1;1;10; ;0
849868;568927;202211;1;999;1;1965;57;6;57;4;2;1;3;3;1;4;3;8000;8000;7000;7000;7000;12;11;10700;9700;6;7;1;1;7;201;0
849874;522875;202211;2;999;2;1960;62;6;61;2;0;1;1;2;1;5;1;2542;2542;2110;2110;2110;6;5;4404;3273;3;3;3;1;6;0;0
849896;585229;202211;2;999;2;1964;58;6;61;5;3;1;1;3;1;4;1;2800;2800;2200;2200;2200;6;5;18855,3679644369;13030;2;2;2;1;1;0;0
849900;596890;202211;1;1;1;1984;38;4;38;4;2;1;1;3;1;3;1;2500;2500;2100;2100;2100;5;5;3661,99328953552;3000;4;3;3;1;10;0;0
849920;571105;202211;1;999;1;1988;33;3;33;4;2;1;5;3;1;3;3;-13;8100,08571300773;4750;-13;4750;13;10;11491,3126626758;7000;5;5;5;1;99;0;0
849932;577294;202211;1;999;1;1967;55;6;55;4;2;1;5;3;1;2;1;5400;5400;3500;3500;3500;11;7;7772;5400;5;5;5;0;2; ;0
849936;565980;202211;2;2;1;1991;31;3;31;1;0;0;5;1;2;1;1;2035;2035;1750;-13;1750;5;4;2035;1750;6;6;6;1;10;201;0
849949;583994;202211;2;2;1;1989;33;3;33;4;2;1;1;3;2;3;8;-13;2512,09624408387;1750;-13;1750;13;4;7593,65943947913;5000;5;4;4;1;10;102;0
849957;574729;202211;2;999;1;2001;21;2;21;1;0;0;5;1;2;1;7;600;600;600;600;600;2;2;600;600;5;3;3;1;99;0;0
849958;519235;202211;2;999;5;2012;10;1;37;4;3;0;5;4;2;1;7;0;0;0;0;0;0;0;1404,15083884165;1050;1;8;1;1;9; ;0
849969;538592;202211;1;999;1;1991;30;3;30;1;0;0;5;1;2;1;5;-13;4244,12422588478;2750;-13;2750;13;6;4244,12422588478;2750;5;5;5;1;8;202;0
849975;550122;202211;1;999;1;1989;33;3;33;2;0;1;5;2;1;1;1;2900;2900;2300;2300;2300;6;5;4800;4000;5;5;5;0;8;0;0
849983;536985;202211;1;999;5;2004;18;2;58;4;2;1;5;3;1;1;7;-13;0;0;0;0;13;0;7622,64110148442;5000;4;8;2;0;10; ;0
849990;571093;202211;1;999;5;1992;30;3;66;3;1;1;5;3;2;5;10;-13;948,009599380784;750;-13;750;13;2;2539,42732899064;2070;4;4;4;1;2;0;0
849996;584844;202211;2;999;2;1940;82;7;82;2;0;1;1;2;1;5;9;940;940;930;930;930;2;2;3240;2870;2;2;2;1;2;0;0
849999;539640;202211;2;2;3;1979;43;4;33;4;2;1;5;3;1;1;1;10000;10000;5200;5200;5200;12;11;21000;10900;6;6;6;1;10;101;0
850009;576478;202211;2;999;1;2001;21;2;21;1;0;0;5;1;2;1;7;1400;1400;1300;1300;1300;3;3;1400;1300;5;3;3;1;99; ;0
850011;584490;202211;1;999;5;2007;15;2;41;2;1;0;5;4;2;1;7;250;250;200;200;200;1;1;3050;2300;2;1;1;1;9; ;0
850012;537072;202211;2;999;2;1977;45;5;53;2;0;1;1;2;1;4;1;-13;1805,47945853374;1300;1300;1300;13;3;4794,57618302731;3290;5;4;4;1;2;0;0
850025;557583;202211;1;999;5;2009;13;1;40;3;1;1;5;3;1;1;7;0;0;0;0;0;0;0;14850;9300;3;1;1;1;10; ;0
850037;594844;202211;2;2;2;1975;47;5;58;4;2;1;1;3;1;3;1;1837;1837;1791;1791;1791;4;4; ; ;5;5;5;1;10;0;0
850048;536975;202211;1;999;1;1988;34;3;34;2;0;1;1;2;1;2;1;4300;4300;2890;2890;2890;9;6;9320;5990;6;6;6;1;99;0;0
850051;566876;202211;2;2;5;2006;16;2;36;5;4;0;5;4;2;2;7;0;0;0;0;0;0;0;1300;1100;2;1;1;1;8;202;0
850060;509758;202211;2;2;3;1966;56;6;59;2;0;1;5;2;1;5;1;3300;3300; ;-13;2099,65468387574;7; ;7654,47730883071;4849,65468387574;4;4;4;1;10;0;0
850072;599353;202211;2;999;5;2022;0;1;41;4;2;1;5;3;1;1;14;0;0;0;0;0;0;0;17204,8664363032;9766;9;9; ;1;7; ;0
850077;527517;202211;2;999;2;1979;43;4;44;2;0;1;1;2;1;2;1;1850;1850;1650;1650;1650;4;4;4450;3800;6;6;6;0;8; ;0
850081;535730;202211;1;999;5;2018;4;1;38;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7662;5320;1;8;1;1;10; ;0
850112;524627;202211;1;999;1;1953;69;7;69;2;0;1;1;2;2;2;10;-13;2256,47716942949;1800;1800;1800;13;4;3280,07880162209;2700;4;4;4;0;8; ;0
850115;521276;202211;1;999;1;1973;49;5;49;5;2;1;1;3;1;4;1;-13;3401,69369038817;2225;2225;2225;13;5;5656,69369038817;4088;4;4;4;1;2;0;0
850122;568630;202211;2;999;5;2003;19;2;49;4;2;1;5;3;1;2;7;280;280;280;280;280;1;1;6724;5258;4;2;2;1;2;0;0
850127;519798;202211;1;999;5;2017;5;1;26;4;2;1;5;3;1;4;14;0;0;0;0;0;0;0;5600;5000;9;9; ;1;10; ;0
850152;504312;202211;1;999;1;1962;59;6;59;1;0;0;5;1;2;1;1;1316;1316;991;991;991;3;2;1316;991;5;5;5;1;3;0;0
850167;582412;202211;2;999;2;1974;48;5;52;4;2;1;1;3;1;3;1;-13;7162,58093793134;4250;-13;4250;13;9;9812,58093793134;6150;3;3;3;1;2;0;0
850170;504891;202211;1;999;1;1957;65;7;65;2;0;1;1;2;1;2;10;1638;1638;1534;1534;1534;4;4;2688;2368;4;4;4;1;6;0;0
850186;598532;202211;1;999;1;1988;34;3;34;3;1;1;5;3;1;5;1;-13;3357,37289363118;2200;2200;2200;13;5;6002,46623183489;4015;4;4;4;0;8; ;0
850187;538684;202211;1;999;5;1998;23;2;62;3;1;1;5;3;1;5;1;-13;1726,80486751182;1250;-13;1250;13;3;4626,80486751182;3650;4;4;4;0;10; ;0
850198;575582;202211;1;999;1;1965;57;6;57;2;0;1;1;2;1;2;1;3340;3340;2460;2460;2460;7;5;6680;4880;5;5;5;1;2;0;0
850203;503560;202211;1;1;1;1979;43;4;43;5;3;1;5;3;1;4;1;4175;4175;2839;2839;2839;9;6;5901,80486751182;4089;5;5;5;1;10;0;0
850211;500305;202211;1;999;5;2021;1;1;32;3;1;1;5;3;1;4;14;0;0;0;0;0;0;0;4699,89455508877;3000;9;9; ;1;9; ;0
850214;564342;202211;2;2;2;1965;57;6;58;2;0;1;1;2;1;2;1;6500;6500;4050;4050;4050;11;9;13166;8004;5;5;5;1;10;0;0
850219;590625;202211;2;999;1;1944;78;7;78;1;0;0;3;1;2;2;9;1300;1300;1200;1200;1200;3;3;1300;1200;2;2;2;1;2;0;0
850228;543637;202211;1;999;1;1961;61;6;61;4;2;1;1;3;2;2;8;2285;2285;1800;1800;1800;5;4;2285;1800;2;2;2;0;8; ;0
850238;565316;202211;2;999;2;1997;25;3;28;2;0;1;1;2;2;2;1;2100;2100;1900;1900;1900;5;4;4500;4100;5;5;5;1;8;0;0
850251;534407;202211;2;999;3;1978;44;4;47;2;0;1;5;2;1;3;3;5000;5000;6250;-13;6250;10;11;12791,3059366249;10750;6;6;6;1;9;0;0
850254;598367;202211;2;999;1;1992;30;3;30;2;0;1;5;2;1;1;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;9;0;0
850272;524343;202211;2;999;5;2018;4;1;34;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;7341,22694966811;4450;9;9; ;1;10; ;0
850279;564359;202211;2;2;1;1989;33;3;33;3;1;1;1;3;1;1;1;6183;6183;4022;4022;4022;11;9;11209;7372;6;6;6;1;10;102;0
850283;582330;202211;1;999;1;1986;36;4;36;5;3;1;1;3;1;5;1;5000;5000;3000;3000;3000;10;6;8050;4850;5;5;5;1;99;0;0
850309;506160;202211;2;2;1;1972;49;5;49;4;2;1;5;3;1;3;1;-13;4447,31303656325;2800;2800;2800;13;6;7881,24333036702;5200;5;5;5;1;10;0;0
850313;595236;202211;2;999;6;2016;6;1;70;4;0;0;5;5;1;3;7;0;0;0;0;0;0;0;5783,80486751182;4190;9;9; ;1;3; ;0
850317;507089;202211;2;999;1;1953;69;7;69;1;0;0;4;1;1;5;12;-13;1975,25019170382;1600;1600;1600;13;4;1975,25019170382;1600;3;3;3;1;7;101;0
850332;537899;202211;2;999;2;1941;81;7;81;2;0;1;1;2;1;1;9;1500;1500;1000;1000;1000;3;2;7500;5500;2;2;2;1;2;0;0
850338;599462;202211;1;999;1;1941;81;7;81;2;0;1;4;2;1;2;3;3000;3000;2500;2500;2500;6;5;3000;2500;5;5;5;1;2;0;0
850345;528150;202211;2;999;6;1994;28;3;28;2;0;0;5;5;2;1;1;1648;1648;1448;1448;1448;4;3;5094,11391341185;3698;5;5;5;1;9;0;0
850346;557557;202211;2;999;5;1999;22;2;59;3;1;1;5;3;1;3;1;2650;2650;2200;2200;2200;6;5;11300;7580;5;5;5;0;10; ;0
850351;559334;202211;2;999;5;2006;16;2;52;2;1;0;5;4;2;2;7;0;0;0;0;0;0;0;1799;1373;3;8;1;0;10; ;0
850355;540455;202211;1;1;1;1973;49;5;49;4;2;1;1;3;1;2;1;5500;5500;3600;3600;3600;11;8;9100;6100;5;5;5;1;10;0;0
850382;514870;202211;1;999;6;2008;14;1;58;3;1;1;5;3;1;2;7;0;0;0;0;0;0;0;8700;5800;3;3;3;1;9; ;0
850386;529704;202211;2;999;2;1970;52;5;56;7;5;1;1;3;2;3;8;0;0;0;0;0;0;0;2850;2750;1;1;1;1;9;202;0
850389;535529;202211;2;999;5;2012;10;1;53;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;5964,47730883071;4200;1;8;1;1;10; ;0
850390;554916;202211;1;999;1;1949;73;7;73;2;0;1;1;2;2;2;9;-13;2399,15237840235;1900;1900;1900;13;4;2399,15237840235;1900;2;1;1;1;1;0;0
850392;573349;202211;2;999;3;1994;28;3;34;4;2;1;5;3;1;4;1;-13;2536,36320561483;1750;-13;1750;13;4;5982,47711902668;4000;5;5;5;1;9;0;0
850408;578701;202211;2;999;2;1951;71;7;82;2;0;1;1;2;1;5;9;-13;1539,55366543106;1300;1300;1300;13;3;3584,58076800077;2950;5;5;5;1;3;0;0
850415;501327;202211;2;999;3;1979;42;4;39;2;0;1;5;2;1;1;1;2600;2600;2200;2200;2200;6;5;5300;4450;5;5;5;1;6;0;0
850439;517922;202211;1;999;1;1989;33;3;33;4;2;1;1;3;1;3;1;-13;4354,47730883071;2750;-13;2750;13;6;6654,47730883071;4550;4;4;4;1;7;0;0
850443;512736;202211;1;999;1;1979;43;4;43;4;2;1;5;3;1;5;3;-13;4244,12422588478;2750;-13;2750;13;6;6444,12422588478;4650;4;4;4;0;10; ;0
850451;508554;202211;1;999;1;1961;61;6;61;4;2;1;1;3;1;5;2;-13;3358,78097594157;2250;-13;2250;13;5; ; ;2;2;2;0;2;201;0
850495;582183;202211;1;999;3;1992;30;3;28;2;0;1;5;2;1;1;3;3500;3500;2600;2600;2600;7;6;7000;5300;5;5;5;0;99; ;0
850501;575389;202211;2;999;5;2006;16;2;49;4;3;0;5;4;1;1;7;0;0;0;0;0;0;0;4000;3500;4;2;2;0;9; ;0
850513;560835;202211;1;999;1;1988;34;3;34;2;0;1;5;2;1;3;3;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;10; ;0
850515;507369;202211;2;999;2;1976;46;5;48;5;3;1;1;3;1;2;1;1680;1680;1480;1480;1480;4;3;1680;1480;4;4;4;1;2;102;0
850525;595305;202211;1;999;1;1944;78;7;78;1;0;0;4;1;1;4;9;7000;7000;5000;5000;5000;11;10;7000;5000;4;4;4;1;9;0;0
850531;595260;202211;2;999;1;1984;38;4;38;2;1;0;3;4;2;2;1;-13;2662,33870087972;1800;1800;1800;13;4;2662,33870087972;1800;4;4;4;1;99;0;0
850544;530024;202211;2;999;2;1967;54;5;60;5;3;1;1;3;1;5;2;-13; ;-13;-13; ;13;13; ; ;4;4;4;0;99; ;0
850550;500968;202211;1;1;1;1976;46;5;46;1;0;0;5;1;1;2;1;2800;2800;2100;2100;2100;6;5;2800;2100;5;5;5;1;10;0;0
850551;552310;202211;1;999;1;1948;74;7;74;2;0;1;1;2;1;2;9;2300;2300;2200;2200;2200;5;5;3050;2700;6;6;6;1;8;0;0
850558;579849;202211;1;999;1;1972;50;5;50;2;0;0;4;5;1;1;1;5000;5000;3200;3200;3200;10;7;7645,59769703735;5300;6;6;6;1;3;102;0
850577;538579;202211;2;999;2;1987;35;4;37;3;1;1;1;3;1;2;1;-13;3413,99602667512;2263;2263;2263;13;5;9373,99602667512;5855;5;5;5;0;10; ;0
850592;596585;202211;1;999;5;2001;21;2;55;3;1;1;5;3;1;2;1;-13;2536,36320561483;1750;-13;1750;13;4;7874,36320561483;5926;4;4;4;0;2;0;0
850604;585910;202211;1;999;1;1981;41;4;41;3;1;1;1;3;1;2;1;5500;5500;3400;3400;3400;11;7;8700;5000;4;4;4;1;99;0;0
850618;536067;202211;1;999;1;1958;64;6;64;2;0;1;1;2;1;4;4;3000;3000;2100;2100;2100;6;5;4500;3400;5;4;4;1;9;0;0
850622;537106;202211;1;999;5;2010;12;1;50;5;3;1;5;3;1;5;7;-13;0;0;0;0;13;0;7571,55268939155;4700;1;8;1;1;2; ;1
850628;506704;202211;1;999;2;1967;54;5;54;4;2;1;1;3;1;3;1;-13;3391,22694966811;2250;-13;2250;13;5;7745,70425849882;5000;4;4;4;0;2;0;0
850631;555392;202211;1;999;1;1965;56;6;56;1;0;0;3;1;1;3;1;4500;4500;-13;-13;2738,23401520955;9;13;4500;2738,23401520955;6;6;6;1;2;102;0
850656;540951;202211;1;999;1;1962;60;6;60;4;2;1;1;3;1;3;1;-13;4447,31303656325;2800;2800;2800;13;6;7309,67699476763;4900;4;4;4;1;2;0;0
850665;521655;202211;2;999;2;1979;43;4;46;4;2;1;1;3;1;5;1;0;0;0;0;0;0;0;2400;1900;5;5;5;1;2;0;0
850688;554034;202211;2;2;1;1991;31;3;31;1;0;0;5;1;2;5;1;1600;1600;1480;1480;1480;4;3;1600;1480;5;5;5;1;10;0;0
850697;536848;202211;2;999;5;1992;30;3;50;4;2;1;2;3;1;1;1;-13;4285,12265481229;2750;-13;2750;13;6;7757,78181117728;5334;6;6;6;0;10; ;0
850698;548721;202211;2;999;1;1961;61;6;61;1;0;0;5;1;1;4;1;3919;3919;2751;2751;2751;8;6;3919;2751;5;5;5;1;2;0;0
850717;558206;202211;2;999;1;1942;80;7;80;1;0;0;4;1;2;2;9;2800;2800;2300;2300;2300;6;5;2800;2300;2;2;2;1;2;0;1
850719;599629;202211;1;1;1;1951;71;7;71;2;0;1;4;2;2;3;8;-13;2256,47716942949;1800;1800;1800;13;4;3217,67633006662;2650;4;4;4;1;10;0;0
850732;537619;202211;1;999;1;1949;73;7;73;2;0;1;1;2;1;4;9;-13;3661,61300002716;2750;-13;2750;13;6;4516,68624094535;3514;2;7;1;1;2;0;0
850737;584995;202211;1;999;5;1997;25;3;58;2;1;0;5;4;1;2;1;2300;2300;2100;2100;2100;5;5; ; ;6;6;6;1;8;0;0
850744;568411;202211;1;999;3;1969;53;5;60;3;1;1;5;3;2;1;1;-13; ;-14;-13; ;13;14; ; ;3;3;3;0;3; ;0
850747;516049;202211;2;999;5;2005;17;2;48;5;3;1;5;3;1;5;7;80;80;80;80;80;1;1;9800;6830;4;2;2;1;2;0;0
850753;523501;202211;2;999;2;1952;70;7;75;2;0;1;1;2;2;3;9;915;915;860;860;860;2;2;2740;2300;2;2;2;1;2;0;1
850765;586871;202211;1;999;1;1950;72;7;72;1;0;0;3;1;2;2;9;2000;2000;1700;1700;1700;4;4;2000;1700;2;2;2;1;3;0;0
850772;528152;202211;2;999;2;1947;75;7;75;2;0;1;1;2;1;2;8;-13;964,929048357121;853;853;853;13;2;3408,58011431724;2784;2;2;2;1;2;0;0
850773;593131;202211;1;1;1;1947;75;7;75;2;0;1;4;2;1;4;9;-13;3661,61300002716;2750;-13;2750;13;6;3661,61300002716;2750;2;2;2;1;10;0;0
850790;529281;202211;2;999;5;2014;8;1;50;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;11189,8994659302;6800;1;8;1;1;2; ;0
850796;516125;202211;1;999;2;1978;44;4;44;4;2;1;1;3;1;3;1;-13;4148,73659911885;2675;2675;2675;13;6;9788,49012568142;6305;5;5;5;0;1;0;0
850809;576911;202211;1;999;1;1969;53;5;53;5;3;1;1;3;1;4;1;-13;3895,647721145;2500;2500;2500;13;5;7545,0243381348;5150;2;2;2;0;10; ;0
850811;515420;202211;2;999;2;1941;81;7;80;2;0;1;1;2;1;5;9;-13;3754,72216918864;2850;2850;2850;13;6;9825,64009782765;7100;5;5;5;1;6;0;0
850828;553586;202211;1;999;1;1963;59;6;59;1;0;0;5;1;1;1;3;-13;1329,0780070536;1000;1000;1000;13;2;1329,0780070536;1000;4;4;4;1;9;202;0
850839;525411;202211;2;999;2;1961;60;6;66;3;1;1;1;3;1;1;1;-13;1311,77101543404;980;980;980;13;2;3639,4185739826;2830;3;3;3;1;2;0;0
850844;562271;202211;1;999;1;1986;36;4;36;3;1;1;1;3;1;4;3;-13;3796,92249981296;2500;2500;2500;13;5;6416,85758565836;4300;5;5;5;0;99; ;0
850848;587408;202211;1;999;3;1961;61;6;51;2;0;1;3;2;2;2;10;-13;2071,55268939155;1500;1500;1500;13;3;4396,96996577617;3100;2;2;2;0;8; ;0
